reference,display_name,role,task,seed,canonical_task_score,composite_score,score_source,protocol_fingerprint,bank_byte_sha256,bank_content_sha256,expert_yaml_sha256,executed_skill_yaml_sha256,canonical_result_path,canonical_result_sha256
expert-reference,Expert reference,reference_not_automatic_baseline,obstacle_reach,1,0.8784031812712443,0.8284031812712442,optimization_time_canonical_task_score,cb3b5956e71dc6fb7d50c8c3d3b8e22277d32bce683fb6036e052ad63eb16a0e,6d480bd0bf2328a7d386406e5f681ca5574f1facc527a2362d75b4d98df0908a,478db1dab52eb01481055efd6f2fff61413c9177072131767e0a0a25f54d7566,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,<source-record-removed>,701a3aa6693533cf737a8542d88ac45e178553c8138231f9a0413756e679ef8c
expert-reference,Expert reference,reference_not_automatic_baseline,obstacle_reach,2,0.8784759264414977,0.8284759264414977,optimization_time_canonical_task_score,cb3b5956e71dc6fb7d50c8c3d3b8e22277d32bce683fb6036e052ad63eb16a0e,583fe66e69b8c3c8e8270d2350a76855081602b2b0e6353b52f9176986983230,f800b324b333bf92ab38395ea2012437ea47aa487cfa00211f655ffc1e1f3195,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,<source-record-removed>,e8cf2314de2927e0a9095d8713f918b348f1d776f5b4b0db04e35d0e799e5348
expert-reference,Expert reference,reference_not_automatic_baseline,obstacle_reach,3,0.878536808877584,0.828536808877584,optimization_time_canonical_task_score,cb3b5956e71dc6fb7d50c8c3d3b8e22277d32bce683fb6036e052ad63eb16a0e,a2abaa32e7d26495839bfbd5d492d21f24691b876e1df504df4854d60d4d9dba,a152b1db48751a7284b7dcf85a81b4d3ad92c7e0dadec34b1fadbd256304c496,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,<source-record-removed>,f96c5f35be944255649a1eba1658d1aae51aa4b94bf391bafa0f45dbe28e031c
expert-reference,Expert reference,reference_not_automatic_baseline,obstacle_reach,4,0.878567468415079,0.828567468415079,optimization_time_canonical_task_score,cb3b5956e71dc6fb7d50c8c3d3b8e22277d32bce683fb6036e052ad63eb16a0e,3a63a57c692ed173f152f5672f192617adf16a0442105ae216d00276b0a446e9,d910c77cb638a69341ed671296c717a208cd48823489ef9211f18ea0e1b939e7,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,<source-record-removed>,8f8db33b2089b5e741cde70e611c40ceedc8d694465c6355f47f2e4d487a4531
expert-reference,Expert reference,reference_not_automatic_baseline,obstacle_reach,5,0.8784025428762111,0.8284025428762111,optimization_time_canonical_task_score,cb3b5956e71dc6fb7d50c8c3d3b8e22277d32bce683fb6036e052ad63eb16a0e,3b6c571a7071912965b07c32e77d65fbfadce8caa89e4ee30c1a628bcf893a2e,f3b9025bd026eb63e7a6b7b9dcbae30ae5fd727c3f404b5eea2986d705494aa6,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,<source-record-removed>,c3c7991e2cdc74be428182b4ed84bf14638b575d4cacd364f7247020c9f7d869
expert-reference,Expert reference,reference_not_automatic_baseline,obstacle_reach,6,0.8782737284487033,0.8282737284487033,optimization_time_canonical_task_score,cb3b5956e71dc6fb7d50c8c3d3b8e22277d32bce683fb6036e052ad63eb16a0e,84e5b6fd95c57232b65f5c61a0c6d2b2c0c144c9bd6d4576792a083aecb1a313,89af5e6373a217810de823e85ed206d27eafc89c151e748b39ede2d750fe7c5e,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,<source-record-removed>,0112b407082accd098c054796e1198b51d334ebefe92e97b83ac44bbc914c346
expert-reference,Expert reference,reference_not_automatic_baseline,obstacle_reach,7,0.8783502791087487,0.8283502791087487,optimization_time_canonical_task_score,cb3b5956e71dc6fb7d50c8c3d3b8e22277d32bce683fb6036e052ad63eb16a0e,e9193a9270eedd11b30ac1ee1d4b4d34e5c9ebcdf9a7bb5a72dbb3c303b3f977,ee3df1cfa385834280b1b81fd9f0e349b6eb2ac9615126fa1df028e39d9bc447,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,<source-record-removed>,bc05e012c28ef568351be51e3692a205c4ad589b5b8220fe12dcfc853feb7a81
expert-reference,Expert reference,reference_not_automatic_baseline,obstacle_reach,8,0.8600371909665535,0.8100371909665535,optimization_time_canonical_task_score,cb3b5956e71dc6fb7d50c8c3d3b8e22277d32bce683fb6036e052ad63eb16a0e,bab93196b9a4063857fae10c0396f072df1339a6bedefac17577961aeb5bac26,153111e21f17c0d331b561f1147684993204f9f696925b5b61ee34d65508a2ad,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,<source-record-removed>,8f56b49598c8c80aba71a35b38762c35afec93af56fa2370a2ef831785ecbc76
expert-reference,Expert reference,reference_not_automatic_baseline,obstacle_reach,9,0.8601119952206732,0.8101119952206731,optimization_time_canonical_task_score,cb3b5956e71dc6fb7d50c8c3d3b8e22277d32bce683fb6036e052ad63eb16a0e,e95622b30b295fccf95cd7f48a114b18f056f167f46aebdc3a45f76079e65e74,4a44882555f0d0b14e6aa599db443a998da24652eb9b9e2830cc337dec76aa35,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,5ca02164a20961fafedcaad377be526870233719c13007ebf8b216c13ee41dcd,<source-record-removed>,91e6d63650e9f7ffbf47068e0c522426ae380d86184ccd116d1c647b7af54e10
expert-reference,Expert reference,reference_not_automatic_baseline,grasp_place,0,1.0,0.7056285181273858,optimization_time_canonical_task_score,cb3b5956e71dc6fb7d50c8c3d3b8e22277d32bce683fb6036e052ad63eb16a0e,110bffb852e6856304d07b49017e71b25642e32988934e823f851a560bdeee06,096c354712624ed6bd8f9b9cbbbc2b7d35a94d9c1517cfb8353e2e383be5aaf0,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,<source-record-removed>,2c153c6b6be74f500dadc5396f434c3509734cb643dc51c454e8deabd0b150dd
expert-reference,Expert reference,reference_not_automatic_baseline,grasp_place,1,0.9069212810954653,0.6582491715079614,optimization_time_canonical_task_score,cb3b5956e71dc6fb7d50c8c3d3b8e22277d32bce683fb6036e052ad63eb16a0e,3b4c642b5097ee34f17a323697eb631517c5ba79fc732f93b3058cd02f91c878,8110053be9072e64e15984c6424e4a66fe19af4b6c37a60139a43e94cc34ad53,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,<source-record-removed>,1f7dcb3e95b8558007abce043ce8507118e1d85b14148f0799e23bb8cd00a87a
expert-reference,Expert reference,reference_not_automatic_baseline,grasp_place,2,0.9069212810954653,0.6593251979396255,optimization_time_canonical_task_score,cb3b5956e71dc6fb7d50c8c3d3b8e22277d32bce683fb6036e052ad63eb16a0e,b28f31cc927fee8774976e7ab367889992fd7fec6e7eec0ab85f9f1a3f30f8e9,dde525b5f1d1bd9dc458c18c8bb170b8849a392c0909c5e3e8e19baca2e18946,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,<source-record-removed>,806dd4c797853c23ebe62dc9e2f0f1c627788ac0c9bc3bef2c4a08a86cbbe2ab
expert-reference,Expert reference,reference_not_automatic_baseline,grasp_place,3,0.9069212810954653,0.6597117401756901,optimization_time_canonical_task_score,cb3b5956e71dc6fb7d50c8c3d3b8e22277d32bce683fb6036e052ad63eb16a0e,6274a3f1d0a96ef26981607477d6b32861d7c0c0e096fce41bfdfb07884db59c,952d4e9e12c194d228cf63d10b31c959edc327920598c352d26dcf1284463776,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,<source-record-removed>,9d9fb3dc58f9b1af2784e6143cd7a61acfa7b24ce6134aefd11319934e65d977
expert-reference,Expert reference,reference_not_automatic_baseline,grasp_place,4,0.952268954041406,0.6829883321035973,optimization_time_canonical_task_score,cb3b5956e71dc6fb7d50c8c3d3b8e22277d32bce683fb6036e052ad63eb16a0e,6604db926758a27778f8fcd7db9f328065e9b7e411cb9b77449baa2675029627,104d9d5641b6f93313b49acc931f841aa27a6ce63eca9eff4a16c33838e2c9c3,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,<source-record-removed>,59ce933d015fb46228126dc7fb2379a991048c2531c677f20d3cd39388e04358
expert-reference,Expert reference,reference_not_automatic_baseline,grasp_place,5,0.952268954041406,0.6826202320759963,optimization_time_canonical_task_score,cb3b5956e71dc6fb7d50c8c3d3b8e22277d32bce683fb6036e052ad63eb16a0e,ef12bbc9cac8a787e5927282d1c84a0f54332e4f462334649cac9921d7de2883,181fdad61feb8a6d3dd6561c82dc2730a5598964bf30fa08b43615687239c379,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,<source-record-removed>,e5363a390ff1ff8526955ff43720e4cfb49e4c57ab1ea3a8354cc6512817d928
expert-reference,Expert reference,reference_not_automatic_baseline,grasp_place,6,0.952268954041406,0.6825151503043037,optimization_time_canonical_task_score,cb3b5956e71dc6fb7d50c8c3d3b8e22277d32bce683fb6036e052ad63eb16a0e,0f044fa0948ad3ee249254d200ae635fc18a6b58d54edfd7dae87ca1ebefb55c,daf90631fcbaf423e19452d0c9b90b9715013985cc94ef12ca0cd881e96195aa,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,<source-record-removed>,fba4898d12cf68b1878d0b23a2fa72e2f34b168fcdf6801d0d48626ed1c5d299
expert-reference,Expert reference,reference_not_automatic_baseline,grasp_place,7,0.9213256018076111,0.6677491546801817,optimization_time_canonical_task_score,cb3b5956e71dc6fb7d50c8c3d3b8e22277d32bce683fb6036e052ad63eb16a0e,fddb429d2be3a2c1aaf6d2b603477d82e5199ea9263587bdd3a5e2a8cac28e89,0b279c554151a1bc107b4895d67067efa2444eadb5a644f2482f57ab9ff93d7f,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,<source-record-removed>,f042b602394039bd1ff2f4edd411627add4b6e666f6231ba3e7748db3db81f48
expert-reference,Expert reference,reference_not_automatic_baseline,grasp_place,8,0.9213256018076111,0.668140327846249,optimization_time_canonical_task_score,cb3b5956e71dc6fb7d50c8c3d3b8e22277d32bce683fb6036e052ad63eb16a0e,5cf6a707c85cf062f49a949607809933bc6b26638475ce2264963281a6170ec8,2cbd02033d1f1347f2ac2d0b012406a96501e6b48f5b172bd88b34d6c745630c,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,<source-record-removed>,50dd3fac826b7d632ea75fe15bafa88339200e23a916fc6b3bf521dfa8fc3b2f
expert-reference,Expert reference,reference_not_automatic_baseline,grasp_place,9,0.9213256018076111,0.6679769425617531,optimization_time_canonical_task_score,cb3b5956e71dc6fb7d50c8c3d3b8e22277d32bce683fb6036e052ad63eb16a0e,c8aa8472c9fb42e964772ce165903febd2384e3fe355cacbb7e8048b5e3d7e95,425c48e82220fc6e1b680086671cf7dd2586733ee271dec2149f96a25d69d0c6,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,8aa175ffdfd40de7ef4c88f45ded0c76fcf759651774e00d2f887a022e6126ca,<source-record-removed>,3833c71a8ebbd3e9da80c04b3a1a9d37dc206bc9d3a82f6fd548819e6037f9d7
